year,LAU_CODE,type.of.building,avg_floor_m2
2013,114,house,124
2014,114,house,124.1
2015,114,house,124
2016,114,house,124
2017,114,house,124.2
2018,114,house,124
2013,114,flat,69.5
2014,114,flat,69.3
2015,114,flat,69.3
2016,114,flat,69.4
2017,114,flat,69.5
2018,114,flat,69.1
2013,114,other,83.1
2014,114,other,83.8
2015,114,other,93.5
2016,114,other,84.7
2017,114,other,83.4
2018,114,other,83.4
2013,115,house,121.8
2014,115,house,121.9
2015,115,house,122
2016,115,house,122.5
2017,115,house,122.9
2018,115,house,123.1
2013,115,flat,71.6
2014,115,flat,71.6
2015,115,flat,71.6
2016,115,flat,71.1
2017,115,flat,71.1
2018,115,flat,69.9
2013,115,other,82.5
2014,115,other,83.4
2015,115,other,81.5
2016,115,other,80.5
2017,115,other,80.5
2018,115,other,80.2
2013,117,house,121.1
2014,117,house,121.6
2015,117,house,122
2016,117,house,122.4
2017,117,house,122.9
2018,117,house,123.1
2013,117,flat,70
2014,117,flat,70.2
2015,117,flat,70.5
2016,117,flat,70.8
2017,117,flat,71
2018,117,flat,70.7
2013,117,other,66.9
2014,117,other,66.9
2015,117,other,67
2016,117,other,67
2017,117,other,66.9
2018,117,other,66.9
2013,120,house,106.1
2014,120,house,105.7
2015,120,house,105.3
2016,120,house,105.1
2017,120,house,105.9
2018,120,house,106.7
2013,120,flat,67.9
2014,120,flat,67.9
2015,120,flat,67.8
2016,120,flat,67.1
2017,120,flat,66.3
2018,120,flat,65.7
2013,120,other,84.2
2014,120,other,84.2
2015,120,other,84.7
2016,120,other,85
2017,120,other,85.5
2018,120,other,85.9
2013,123,house,123.3
2014,123,house,123.2
2015,123,house,123.2
2016,123,house,123.2
2017,123,house,123.2
2018,123,house,123.2
2013,123,flat,72.1
2014,123,flat,71.9
2015,123,flat,71.7
2016,123,flat,71.5
2017,123,flat,71.1
2018,123,flat,70.9
2013,123,other,73.6
2014,123,other,74.7
2015,123,other,74.6
2016,123,other,74.2
2017,123,other,74.5
2018,123,other,67.2
2013,125,house,119.6
2014,125,house,119.4
2015,125,house,119.6
2016,125,house,119.4
2017,125,house,119.9
2018,125,house,120.4
2013,125,flat,73.6
2014,125,flat,73.6
2015,125,flat,73.6
2016,125,flat,73.4
2017,125,flat,73.2
2018,125,flat,73.4
2013,125,other,76.9
2014,125,other,76.9
2015,125,other,77.4
2016,125,other,77.4
2017,125,other,77.4
2018,125,other,78.1
2013,126,house,120.9
2014,126,house,120.9
2015,126,house,121.3
2016,126,house,121.6
2017,126,house,121.9
2018,126,house,121.9
2013,126,flat,67.5
2014,126,flat,67.5
2015,126,flat,67.3
2016,126,flat,67.3
2017,126,flat,67
2018,126,flat,66.7
2013,126,other,70.8
2014,126,other,70.8
2015,126,other,70.5
2016,126,other,70.2
2017,126,other,69.9
2018,126,other,69.1
2013,127,house,123.2
2014,127,house,123.1
2015,127,house,123.4
2016,127,house,123.2
2017,127,house,123.2
2018,127,house,123.2
2013,127,flat,72.1
2014,127,flat,72
2015,127,flat,71.8
2016,127,flat,71.4
2017,127,flat,70.9
2018,127,flat,70
2013,127,other,62.1
2014,127,other,62.4
2015,127,other,69.5
2016,127,other,64.9
2017,127,other,65
2018,127,other,64.9
2013,128,house,128
2014,128,house,128
2015,128,house,128.1
2016,128,house,128.1
2017,128,house,128.3
2018,128,house,128.5
2013,128,flat,73.9
2014,128,flat,74
2015,128,flat,74
2016,128,flat,74.1
2017,128,flat,74
2018,128,flat,74
2013,128,other,135.5
2014,128,other,121.5
2015,128,other,143
2016,128,other,72
2017,128,other,71.8
2018,128,other,71.8
2013,136,house,114.6
2014,136,house,114.8
2015,136,house,115.1
2016,136,house,115.3
2017,136,house,115.3
2018,136,house,115.4
2013,136,flat,71.7
2014,136,flat,71.7
2015,136,flat,71.6
2016,136,flat,71.3
2017,136,flat,70.9
2018,136,flat,70.5
2013,136,other,74.6
2014,136,other,74.6
2015,136,other,73.5
2016,136,other,73.5
2017,136,other,73.2
2018,136,other,72.9
2013,138,house,119.5
2014,138,house,119.4
2015,138,house,119.7
2016,138,house,119.8
2017,138,house,119.6
2018,138,house,119.6
2013,138,flat,75.8
2014,138,flat,75.8
2015,138,flat,75.6
2016,138,flat,74.9
2017,138,flat,74.3
2018,138,flat,73.8
2013,138,other,65.2
2014,138,other,65.7
2015,138,other,66.6
2016,138,other,67.3
2017,138,other,67.3
2018,138,other,67.5
2013,139,house,120.6
2014,139,house,120.3
2015,139,house,120.2
2016,139,house,120.8
2017,139,house,120.7
2018,139,house,120.7
2013,139,flat,72.4
2014,139,flat,71.9
2015,139,flat,71.9
2016,139,flat,71.6
2017,139,flat,71.2
2018,139,flat,70
2013,139,other,89.9
2014,139,other,89.9
2015,139,other,89.9
2016,139,other,82.1
2017,139,other,90.4
2018,139,other,113.6
2013,140,house,118.8
2014,140,house,118.6
2015,140,house,119.2
2016,140,house,119
2017,140,house,119
2018,140,house,118.6
2013,140,flat,63.2
2014,140,flat,63.8
2015,140,flat,65.2
2016,140,flat,65.1
2017,140,flat,64.5
2018,140,flat,63.7
2013,140,other,75.9
2014,140,other,75.9
2015,140,other,72.4
2016,140,other,75.5
2017,140,other,75.5
2018,140,other,75.1
2013,160,house,137.7
2014,160,house,137.8
2015,160,house,137.9
2016,160,house,137.9
2017,160,house,138
2018,160,house,138
2013,160,flat,75.7
2014,160,flat,75.8
2015,160,flat,75.9
2016,160,flat,75.5
2017,160,flat,74.9
2018,160,flat,74.2
2013,160,other,84.5
2014,160,other,84.2
2015,160,other,87.8
2016,160,other,87.2
2017,160,other,84.7
2018,160,other,84.7
2013,162,house,155
2014,162,house,155.4
2015,162,house,155.3
2016,162,house,155.2
2017,162,house,155.3
2018,162,house,155.2
2013,162,flat,71.8
2014,162,flat,71.8
2015,162,flat,71.8
2016,162,flat,71.9
2017,162,flat,71.7
2018,162,flat,71
2013,162,other,66.5
2014,162,other,67.2
2015,162,other,67
2016,162,other,67
2017,162,other,67
2018,162,other,68.5
2013,163,house,129.7
2014,163,house,130
2015,163,house,130.3
2016,163,house,130.4
2017,163,house,130.5
2018,163,house,130.8
2013,163,flat,72
2014,163,flat,71.7
2015,163,flat,71.5
2016,163,flat,71.5
2017,163,flat,71.1
2018,163,flat,71
2013,163,other,69.9
2014,163,other,70.2
2015,163,other,70.2
2016,163,other,70.2
2017,163,other,70.2
2018,163,other,70.2
2013,180,house,119
2014,180,house,119
2015,180,house,119.1
2016,180,house,118.9
2017,180,house,118.8
2018,180,house,118.8
2013,180,flat,65.8
2014,180,flat,65.9
2015,180,flat,65.9
2016,180,flat,65.9
2017,180,flat,65.8
2018,180,flat,65.8
2013,180,other,69.3
2014,180,other,69
2015,180,other,68.6
2016,180,other,68.8
2017,180,other,68.6
2018,180,other,67.8
2013,181,house,116.4
2014,181,house,116.4
2015,181,house,116.8
2016,181,house,116.9
2017,181,house,117
2018,181,house,117
2013,181,flat,67.4
2014,181,flat,67.4
2015,181,flat,67.4
2016,181,flat,67.3
2017,181,flat,67.4
2018,181,flat,66.9
2013,181,other,68
2014,181,other,69.8
2015,181,other,68.3
2016,181,other,68.7
2017,181,other,69
2018,181,other,68.6
2013,182,house,131.4
2014,182,house,131.2
2015,182,house,131.3
2016,182,house,131.4
2017,182,house,131.6
2018,182,house,131.7
2013,182,flat,72.6
2014,182,flat,72.4
2015,182,flat,72.3
2016,182,flat,72.4
2017,182,flat,72.5
2018,182,flat,72.4
2013,182,other,85.4
2014,182,other,85.4
2015,182,other,85.7
2016,182,other,85.4
2017,182,other,74.2
2018,182,other,74.2
2013,183,house,132.9
2014,183,house,133.1
2015,183,house,132.7
2016,183,house,132.6
2017,183,house,132.4
2018,183,house,132.5
2013,183,flat,66.7
2014,183,flat,66.9
2015,183,flat,67.2
2016,183,flat,67.1
2017,183,flat,67
2018,183,flat,66.8
2013,183,other,61
2014,183,other,60.8
2015,183,other,60.5
2016,183,other,61.1
2017,183,other,61.1
2018,183,other,60.4
2013,184,house,141.4
2014,184,house,141.3
2015,184,house,141.4
2016,184,house,141.8
2017,184,house,141
2018,184,house,141.2
2013,184,flat,69.7
2014,184,flat,69.8
2015,184,flat,69.8
2016,184,flat,69.5
2017,184,flat,69.6
2018,184,flat,69.4
2013,184,other,71.4
2014,184,other,69.2
2015,184,other,67.5
2016,184,other,67.3
2017,184,other,67.3
2018,184,other,66.4
2013,186,house,147.5
2014,186,house,147.6
2015,186,house,147.6
2016,186,house,147.4
2017,186,house,147.3
2018,186,house,147.2
2013,186,flat,73
2014,186,flat,73
2015,186,flat,72.9
2016,186,flat,73
2017,186,flat,72.8
2018,186,flat,72.7
2013,186,other,58.7
2014,186,other,58.9
2015,186,other,57.5
2016,186,other,57.5
2017,186,other,57.3
2018,186,other,57.2
2013,187,house,126.7
2014,187,house,126.8
2015,187,house,127.1
2016,187,house,127.2
2017,187,house,127.1
2018,187,house,127.2
2013,187,flat,69.8
2014,187,flat,69.8
2015,187,flat,70.3
2016,187,flat,70.2
2017,187,flat,70.6
2018,187,flat,70.9
2013,187,other,75.4
2014,187,other,95.4
2015,187,other,96.1
2016,187,other,95.3
2017,187,other,95.3
2018,187,other,96.1
2013,188,house,107.9
2014,188,house,107.6
2015,188,house,107.5
2016,188,house,106.7
2017,188,house,107.1
2018,188,house,107.1
2013,188,flat,66.8
2014,188,flat,66.7
2015,188,flat,66.7
2016,188,flat,66.9
2017,188,flat,66.8
2018,188,flat,66.6
2013,188,other,72.7
2014,188,other,71.7
2015,188,other,71.7
2016,188,other,70.2
2017,188,other,71
2018,188,other,64.5
2013,191,house,125
2014,191,house,124.8
2015,191,house,124.9
2016,191,house,124.7
2017,191,house,124.6
2018,191,house,124.6
2013,191,flat,70.9
2014,191,flat,70.8
2015,191,flat,70.4
2016,191,flat,69.9
2017,191,flat,69.2
2018,191,flat,69.2
2013,191,other,71.2
2014,191,other,71.2
2015,191,other,71.1
2016,191,other,70.4
2017,191,other,70.8
2018,191,other,71.2
2013,192,house,111.1
2014,192,house,111.2
2015,192,house,111.2
2016,192,house,111.2
2017,192,house,110.9
2018,192,house,111.1
2013,192,flat,69
2014,192,flat,69.1
2015,192,flat,69.1
2016,192,flat,68.9
2017,192,flat,68.9
2018,192,flat,68.8
2013,192,other,73.3
2014,192,other,74.5
2015,192,other,74.5
2016,192,other,71
2017,192,other,71
2018,192,other,71
2013,305,house,122.3
2013,643,house,122.3
2014,305,house,122.6
2014,643,house,122.6
2015,305,house,122.6
2015,643,house,122.6
2016,305,house,122.6
2016,643,house,122.6
2017,305,house,122.5
2017,643,house,122.5
2018,305,house,122.2
2018,643,house,122.2
2013,305,flat,68.4
2013,643,flat,68.4
2014,305,flat,68.7
2014,643,flat,68.7
2015,305,flat,68.7
2015,643,flat,68.7
2016,305,flat,68.2
2016,643,flat,68.2
2017,305,flat,68
2017,643,flat,68
2018,305,flat,67.8
2018,643,flat,67.8
2013,305,other,72.4
2013,643,other,72.4
2014,305,other,73.1
2014,643,other,73.1
2015,305,other,72.2
2015,643,other,72.2
2016,305,other,71.2
2016,643,other,71.2
2017,305,other,74
2017,643,other,74
2018,305,other,73.6
2018,643,other,73.6
2013,319,house,109.2
2014,319,house,109.2
2015,319,house,109.3
2016,319,house,109.2
2017,319,house,109
2018,319,house,109
2013,319,flat,61.6
2014,319,flat,61.6
2015,319,flat,61.6
2016,319,flat,61.6
2017,319,flat,61.6
2018,319,flat,61.6
2013,319,other,103.9
2014,319,other,103.9
2015,319,other,92.7
2016,319,other,104
2017,319,other,104
2018,319,other,104
2013,330,house,128.1
2014,330,house,128.2
2015,330,house,128.1
2016,330,house,128.2
2017,330,house,127.9
2018,330,house,127.9
2013,330,flat,70.7
2014,330,flat,67.3
2015,330,flat,67.3
2016,330,flat,67.1
2017,330,flat,67
2018,330,flat,63.1
2013,330,other,95.2
2014,330,other,93.6
2015,330,other,94.6
2016,330,other,94.6
2017,330,other,92
2018,330,other,92
2013,331,house,113.1
2014,331,house,113.2
2015,331,house,113.3
2016,331,house,113
2017,331,house,113
2018,331,house,112.9
2013,331,flat,61
2014,331,flat,61
2015,331,flat,60.8
2016,331,flat,60.8
2017,331,flat,60.8
2018,331,flat,60.1
2013,331,other,83.7
2014,331,other,83.7
2015,331,other,84
2016,331,other,85.1
2017,331,other,84.4
2018,331,other,84
2013,360,house,115
2014,360,house,115
2015,360,house,114.8
2016,360,house,115.1
2017,360,house,114.9
2018,360,house,114.7
2013,360,flat,65.9
2014,360,flat,65.9
2015,360,flat,65.9
2016,360,flat,65.8
2017,360,flat,64.8
2018,360,flat,64.6
2013,360,other,83.7
2014,360,other,89.8
2015,360,other,89.6
2016,360,other,89.3
2017,360,other,90.4
2018,360,other,95.3
2013,380,house,125.1
2014,380,house,125.3
2015,380,house,125.7
2016,380,house,126
2017,380,house,125.9
2018,380,house,125.9
2013,380,flat,69.7
2014,380,flat,69.8
2015,380,flat,69.9
2016,380,flat,69.6
2017,380,flat,69.1
2018,380,flat,68.7
2013,380,other,77
2014,380,other,77.6
2015,380,other,75.7
2016,380,other,74.6
2017,380,other,73.7
2018,380,other,72.7
2013,381,house,120.3
2014,381,house,120.1
2015,381,house,120.2
2016,381,house,120.2
2017,381,house,120.2
2018,381,house,120.4
2013,381,flat,67.9
2014,381,flat,67.9
2015,381,flat,67.7
2016,381,flat,67.6
2017,381,flat,67.4
2018,381,flat,67.5
2013,381,other,72.8
2014,381,other,72.7
2015,381,other,73.3
2016,381,other,73
2017,381,other,73
2018,381,other,73.6
2013,382,house,116.7
2014,382,house,116.6
2015,382,house,116.6
2016,382,house,116.6
2017,382,house,116.6
2018,382,house,116.7
2013,382,flat,63.4
2014,382,flat,63.4
2015,382,flat,63.5
2016,382,flat,63.5
2017,382,flat,63.4
2018,382,flat,63.4
2013,382,other,71.9
2014,382,other,71.7
2015,382,other,70.4
2016,382,other,70
2017,382,other,70
2018,382,other,69.8
2013,428,house,115.5
2014,428,house,115.6
2015,428,house,115.9
2016,428,house,115.6
2017,428,house,115.5
2018,428,house,115.4
2013,428,flat,64
2014,428,flat,64
2015,428,flat,63.6
2016,428,flat,63.8
2017,428,flat,63.8
2018,428,flat,63.7
2013,428,other,66.3
2014,428,other,66
2015,428,other,71.4
2016,428,other,71.3
2017,428,other,70.7
2018,428,other,68.8
2013,461,house,113.7
2014,461,house,113.4
2015,461,house,113.5
2016,461,house,113.2
2017,461,house,113.2
2018,461,house,112.9
2013,461,flat,68.6
2014,461,flat,68.6
2015,461,flat,68.7
2016,461,flat,68.7
2017,461,flat,68.5
2018,461,flat,68
2013,461,other,73
2014,461,other,72.8
2015,461,other,72.6
2016,461,other,72.6
2017,461,other,72.6
2018,461,other,72.6
2013,480,house,117.2
2014,480,house,117.1
2015,480,house,117.3
2016,480,house,117.1
2017,480,house,117
2018,480,house,116.9
2013,480,flat,68.9
2014,480,flat,69
2015,480,flat,68.9
2016,480,flat,69
2017,480,flat,68.9
2018,480,flat,68.8
2013,480,other,78.9
2014,480,other,78.9
2015,480,other,79.5
2016,480,other,79.8
2017,480,other,80
2018,480,other,79.6
2013,481,house,115.6
2014,481,house,115.6
2015,481,house,115.4
2016,481,house,115.4
2017,481,house,115.4
2018,481,house,115.4
2013,481,flat,66.1
2014,481,flat,66.1
2015,481,flat,66
2016,481,flat,66
2017,481,flat,66
2018,481,flat,65.6
2013,481,other,64.9
2014,481,other,64.9
2015,481,other,66
2016,481,other,66
2017,481,other,66
2018,481,other,73
2013,482,house,117.8
2014,482,house,117.8
2015,482,house,117.8
2016,482,house,117.7
2017,482,house,117.6
2018,482,house,117.9
2013,482,flat,66.2
2014,482,flat,66.1
2015,482,flat,66.1
2016,482,flat,66.1
2017,482,flat,66.1
2018,482,flat,66
2013,482,other,79.5
2014,482,other,79.5
2015,482,other,79.8
2016,482,other,79.8
2017,482,other,79.4
2018,482,other,78.3
2013,483,house,120
2014,483,house,120
2015,483,house,120.2
2016,483,house,120
2017,483,house,119.9
2018,483,house,119.8
2013,483,flat,64.5
2014,483,flat,64.6
2015,483,flat,64.5
2016,483,flat,64.6
2017,483,flat,64.5
2018,483,flat,64.6
2013,483,other,77.4
2014,483,other,77.6
2015,483,other,76.6
2016,483,other,76.5
2017,483,other,76.5
2018,483,other,76.4
2013,484,house,118
2014,484,house,118
2015,484,house,117.8
2016,484,house,117.7
2017,484,house,117.6
2018,484,house,117.5
2013,484,flat,68.6
2014,484,flat,68.6
2015,484,flat,68.6
2016,484,flat,68.4
2017,484,flat,68.3
2018,484,flat,68
2013,484,other,69.9
2014,484,other,69.7
2015,484,other,67.7
2016,484,other,67.3
2017,484,other,66.7
2018,484,other,65.3
2013,486,house,120.2
2014,486,house,120.1
2015,486,house,120.5
2016,486,house,120.2
2017,486,house,120.2
2018,486,house,120.5
2013,486,flat,71
2014,486,flat,71.1
2015,486,flat,71.1
2016,486,flat,71.1
2017,486,flat,71.1
2018,486,flat,70.9
2013,486,other,87.4
2014,486,other,87.4
2015,486,other,87.4
2016,486,other,86.6
2017,486,other,86.4
2018,486,other,83.8
2013,488,house,116.1
2014,488,house,116
2015,488,house,115.7
2016,488,house,115.2
2017,488,house,114.7
2018,488,house,114.7
2013,488,flat,65.3
2014,488,flat,65.5
2015,488,flat,65.7
2016,488,flat,65.7
2017,488,flat,65.5
2018,488,flat,66
2013,488,other,85.8
2014,488,other,95
2015,488,other,95
2016,488,other,95
2017,488,other,95
2018,488,other,95
2013,509,house,121
2014,509,house,120.9
2015,509,house,121.2
2016,509,house,121.2
2017,509,house,120.9
2018,509,house,121.2
2013,509,flat,65.6
2014,509,flat,65.6
2015,509,flat,65.6
2016,509,flat,65.5
2017,509,flat,65.5
2018,509,flat,65.5
2013,509,other,76
2014,509,other,76
2015,509,other,74.7
2016,509,other,74.7
2017,509,other,74.7
2018,509,other,74.7
2013,512,house,119.8
2014,512,house,119.6
2015,512,house,119.6
2016,512,house,120
2017,512,house,119.6
2018,512,house,119.7
2013,512,flat,63
2014,512,flat,63
2015,512,flat,64.3
2016,512,flat,64.3
2017,512,flat,64.3
2018,512,flat,64.3
2013,512,other,88.5
2014,512,other,92.1
2015,512,other,92.1
2016,512,other,91.4
2017,512,other,91.4
2018,512,other,91.4
2013,513,house,123
2014,513,house,123
2015,513,house,123.1
2016,513,house,123
2017,513,house,123
2018,513,house,122.7
2013,513,flat,63.8
2014,513,flat,64.2
2015,513,flat,64.2
2016,513,flat,64.2
2017,513,flat,64.3
2018,513,flat,64.5
2013,513,other,72.8
2014,513,other,72.4
2015,513,other,72
2016,513,other,72.4
2017,513,other,72.7
2018,513,other,72.4
2013,560,house,115.3
2014,560,house,115.3
2015,560,house,115.1
2016,560,house,115
2017,560,house,114.8
2018,560,house,114.7
2013,560,flat,63.5
2014,560,flat,63.4
2015,560,flat,63.3
2016,560,flat,63.4
2017,560,flat,63.5
2018,560,flat,63.7
2013,560,other,78
2014,560,other,78
2015,560,other,78
2016,560,other,77.2
2017,560,other,75.9
2018,560,other,76.2
2013,561,house,123.4
2014,561,house,123.2
2015,561,house,123.1
2016,561,house,123.3
2017,561,house,123.1
2018,561,house,123.1
2013,561,flat,64.1
2014,561,flat,64.1
2015,561,flat,64.2
2016,561,flat,64.1
2017,561,flat,64.1
2018,561,flat,64.1
2013,561,other,75.4
2014,561,other,78.5
2015,561,other,81.4
2016,561,other,81.4
2017,561,other,72.9
2018,561,other,75.4
2013,562,house,118.3
2014,562,house,118.2
2015,562,house,118.3
2016,562,house,118.4
2017,562,house,118.3
2018,562,house,118.3
2013,562,flat,65.3
2014,562,flat,65.3
2015,562,flat,65.3
2016,562,flat,65.3
2017,562,flat,65.4
2018,562,flat,65.4
2013,562,other,70.8
2014,562,other,71.3
2015,562,other,71
2016,562,other,70.2
2017,562,other,69.9
2018,562,other,69.7
2013,563,house,117.3
2014,563,house,117.3
2015,563,house,117.3
2016,563,house,117.3
2017,563,house,116.9
2018,563,house,117.1
2013,563,flat,63.9
2014,563,flat,63.9
2015,563,flat,64
2016,563,flat,64
2017,563,flat,63.9
2018,563,flat,63.9
2013,563,other,81.7
2014,563,other,83.6
2015,563,other,83.6
2016,563,other,83.6
2017,563,other,84
2018,563,other,84
2013,580,house,125.7
2014,580,house,124.9
2015,580,house,124.6
2016,580,house,124.5
2017,580,house,124.5
2018,580,house,124.6
2013,580,flat,70.3
2014,580,flat,70.3
2015,580,flat,70.2
2016,580,flat,70
2017,580,flat,69.7
2018,580,flat,69.4
2013,580,other,67.4
2014,580,other,67.1
2015,580,other,69.1
2016,580,other,73.3
2017,580,other,62.6
2018,580,other,63.6
2013,581,house,118
2014,581,house,118
2015,581,house,118.2
2016,581,house,118.2
2017,581,house,118.3
2018,581,house,118.3
2013,581,flat,68.5
2014,581,flat,68.5
2015,581,flat,68.5
2016,581,flat,68.5
2017,581,flat,68.5
2018,581,flat,68.5
2013,581,other,78.3
2014,581,other,78.1
2015,581,other,77.9
2016,581,other,78.5
2017,581,other,77.1
2018,581,other,78.6
2013,582,house,118
2014,582,house,117.8
2015,582,house,118.1
2016,582,house,117.7
2017,582,house,117.6
2018,582,house,117.5
2013,582,flat,71.2
2014,582,flat,71.4
2015,582,flat,71.5
2016,582,flat,71.3
2017,582,flat,71.1
2018,582,flat,71.4
2013,582,other,87.8
2014,582,other,87.8
2015,582,other,86.3
2016,582,other,85.4
2017,582,other,86.9
2018,582,other,86.3
2013,583,house,115.2
2014,583,house,115.3
2015,583,house,115.3
2016,583,house,115.5
2017,583,house,115.5
2018,583,house,115.7
2013,583,flat,67
2014,583,flat,67.1
2015,583,flat,67.1
2016,583,flat,67
2017,583,flat,67
2018,583,flat,67
2013,583,other,71.5
2014,583,other,71.9
2015,583,other,71.8
2016,583,other,72.2
2017,583,other,72.7
2018,583,other,72.7
2013,584,house,123.6
2014,584,house,123.6
2015,584,house,123.7
2016,584,house,123.6
2017,584,house,122.6
2018,584,house,122.4
2013,584,flat,68.9
2014,584,flat,68.9
2015,584,flat,68.9
2016,584,flat,69.1
2017,584,flat,69.4
2018,584,flat,69.4
2013,584,other,87.8
2014,584,other,88.4
2015,584,other,88.4
2016,584,other,88.3
2017,584,other,88.5
2018,584,other,88.3
2013,586,house,123
2014,586,house,123.2
2015,586,house,123.3
2016,586,house,123
2017,586,house,123.3
2018,586,house,123.4
2013,586,flat,64.3
2014,586,flat,64.4
2015,586,flat,64.3
2016,586,flat,64.1
2017,586,flat,64.2
2018,586,flat,64
2013,586,other,68.2
2014,586,other,71.3
2015,586,other,71.3
2016,586,other,71.1
2017,586,other,70.5
2018,586,other,70.5
2013,604,house,126
2014,604,house,125.6
2015,604,house,125.3
2016,604,house,125.3
2017,604,house,125.4
2018,604,house,125.3
2013,604,flat,67.7
2014,604,flat,67.7
2015,604,flat,67.6
2016,604,flat,67.6
2017,604,flat,67.5
2018,604,flat,67.4
2013,604,other,69.7
2014,604,other,69.8
2015,604,other,68.8
2016,604,other,68.8
2017,604,other,68.5
2018,604,other,68.5
2013,617,house,126.1
2014,617,house,126
2015,617,house,126.1
2016,617,house,126.1
2017,617,house,126.2
2018,617,house,126.4
2013,617,flat,65.8
2014,617,flat,65.8
2015,617,flat,65.8
2016,617,flat,65.7
2017,617,flat,65.7
2018,617,flat,65.7
2013,617,other,92.1
2014,617,other,92.1
2015,617,other,91.6
2016,617,other,88
2017,617,other,83
2018,617,other,83
2013,642,house,118.6
2014,642,house,118.5
2015,642,house,118.6
2016,642,house,118.7
2017,642,house,118.5
2018,642,house,118
2013,642,flat,66.6
2014,642,flat,66.6
2015,642,flat,66.6
2016,642,flat,66.6
2017,642,flat,65.8
2018,642,flat,65.7
2013,642,other,94
2014,642,other,94
2015,642,other,94.8
2016,642,other,94.8
2017,642,other,96.7
2018,642,other,94.7
2013,662,house,120.4
2014,662,house,120.8
2015,662,house,120.8
2016,662,house,120.8
2017,662,house,120.5
2018,662,house,120.4
2013,662,flat,66.7
2014,662,flat,66.5
2015,662,flat,66.5
2016,662,flat,66.4
2017,662,flat,66.4
2018,662,flat,66.5
2013,662,other,76.1
2014,662,other,76.2
2015,662,other,78.1
2016,662,other,77.3
2017,662,other,76.9
2018,662,other,76.9
2013,665,house,127.6
2014,665,house,127.3
2015,665,house,127.3
2016,665,house,127.5
2017,665,house,127.4
2018,665,house,127.3
2013,665,flat,66.4
2014,665,flat,66.5
2015,665,flat,66.5
2016,665,flat,66.7
2017,665,flat,66.7
2018,665,flat,66.5
2013,665,other,73.9
2014,665,other,72.7
2015,665,other,74.2
2016,665,other,74.5
2017,665,other,74.9
2018,665,other,74.9
2013,680,house,129.3
2014,680,house,129.5
2015,680,house,129.5
2016,680,house,129.6
2017,680,house,129.5
2018,680,house,129.6
2013,680,flat,68.9
2014,680,flat,69
2015,680,flat,69
2016,680,flat,69
2017,680,flat,68.9
2018,680,flat,68.9
2013,680,other,73.9
2014,680,other,73.4
2015,680,other,74.1
2016,680,other,73.9
2017,680,other,73.7
2018,680,other,73.6
2013,682,house,123.6
2014,682,house,123.6
2015,682,house,123.5
2016,682,house,123.3
2017,682,house,123.2
2018,682,house,123.1
2013,682,flat,68.4
2014,682,flat,68.5
2015,682,flat,68.5
2016,682,flat,68.5
2017,682,flat,68.6
2018,682,flat,68.6
2013,682,other,68.3
2014,682,other,68.4
2015,682,other,69.5
2016,682,other,68.7
2017,682,other,76.3
2018,682,other,78.2
2013,683,house,126.1
2014,683,house,125.9
2015,683,house,126.1
2016,683,house,126.1
2017,683,house,126.2
2018,683,house,126.1
2013,683,flat,66.8
2014,683,flat,66.7
2015,683,flat,66.9
2016,683,flat,67
2017,683,flat,67.1
2018,683,flat,67.1
2013,683,other,65.2
2014,683,other,66.4
2015,683,other,64
2016,683,other,64.7
2017,683,other,64.8
2018,683,other,64.5
2013,684,house,126.8
2014,684,house,126.7
2015,684,house,126.5
2016,684,house,125.7
2017,684,house,125.3
2018,684,house,125.4
2013,684,flat,67.6
2014,684,flat,67.7
2015,684,flat,68.6
2016,684,flat,67.9
2017,684,flat,67.9
2018,684,flat,68
2013,684,other,83.4
2014,684,other,84.8
2015,684,other,84.7
2016,684,other,84.3
2017,684,other,83.7
2018,684,other,83.7
2013,685,house,127.7
2014,685,house,127.8
2015,685,house,127.7
2016,685,house,127.5
2017,685,house,127.4
2018,685,house,127.4
2013,685,flat,67.3
2014,685,flat,67.2
2015,685,flat,67.1
2016,685,flat,66.9
2017,685,flat,66.7
2018,685,flat,67
2013,685,other,79
2014,685,other,79.1
2015,685,other,78.8
2016,685,other,76.7
2017,685,other,77.7
2018,685,other,78
2013,686,house,126.6
2014,686,house,126.7
2015,686,house,126.7
2016,686,house,126.6
2017,686,house,126.4
2018,686,house,126.4
2013,686,flat,68.7
2014,686,flat,68.8
2015,686,flat,69
2016,686,flat,69
2017,686,flat,68.9
2018,686,flat,68.7
2013,686,other,86.5
2014,686,other,85.8
2015,686,other,82.8
2016,686,other,82.5
2017,686,other,82
2018,686,other,81.9
2013,687,house,127.7
2014,687,house,127.3
2015,687,house,127.5
2016,687,house,127.5
2017,687,house,127.4
2018,687,house,127.3
2013,687,flat,67.7
2014,687,flat,67.7
2015,687,flat,67.7
2016,687,flat,67.8
2017,687,flat,67.8
2018,687,flat,67.8
2013,687,other,82.7
2014,687,other,83
2015,687,other,83
2016,687,other,82.9
2017,687,other,80.5
2018,687,other,80
2013,760,house,121.4
2014,760,house,121.3
2015,760,house,121.2
2016,760,house,121.1
2017,760,house,120.9
2018,760,house,120.8
2013,760,flat,62.8
2014,760,flat,62.8
2015,760,flat,62.9
2016,760,flat,62.8
2017,760,flat,62.9
2018,760,flat,63
2013,760,other,93.5
2014,760,other,93.5
2015,760,other,93.5
2016,760,other,92.9
2017,760,other,92.9
2018,760,other,91.6
2013,761,house,121.9
2014,761,house,121.8
